id,alt_type,attack,card_bonus,number,command,cost,errata_text,faction,hit_points,keywords,loyalty,name,resource_bonus,shields,text,traits,type,unique,copies,cycle,designer,octgn_id,set,signature_id,starting_cards,starting_resources,planet_material,planet_stronghold,planet_tech,sector,tts_card_key,tts_sheet_id,tts_sheet_position,flavour_text
647,,2,,79,1,2,,Astra Militarum,2,No Wargear Attachments.,,Taurox APC,,,"Reaction: After a combat round at a [Strongpoint] planet ends (green), move this unit to that planet.",Vehicle. Transport.,Army,,,Planetfall Cycle,FFG,4d2d75db-a191-4580-87b4-01d7afc12dd9,What Lurks Below,,,,,,,,,,,
648,,,,80,,1,,Astra Militarum,,,,M35 Galaxy Lasgun,,1,"Attach to a non-warlord unit. Attached unit gets +1 ATK and +1 HP. Interrupt: When attached unit leaves play, return this attachment to your hand.",Wargear. Weapon.,Attachment,,,Planetfall Cycle,FFG,969e01ef-2f25-4942-80e6-eda4005c6ce8,What Lurks Below,,,,,,,,,,,
649,,1,,81,1,2,,Ork,2,,,Skrap Nabba,2,,"While this unit is at a [Material] planet (red), it gains:",Oddboy. Ally.,Army,,,Planetfall Cycle,FFG,9c3ae1d2-9a75-4692-b00f-a5a372b7f6ce,What Lurks Below,,,,,,,,,,,
650,,,,82,,1,,Ork,,,,Outflank'em,,1,"Reaction: After your combat turn ends, take a combat turn.",Tactic.,Event,,,Planetfall Cycle,FFG,d08fd37c-a361-42f2-b5eb-509e89e8fa67,What Lurks Below,,,,,,,,,,,
651,,,,83,,3,,Ork,,,,Smasha Gun Battery,,,Deploy Action: Exhaust this support to have each player deal an amount of indirect damage equal to the number of cards in his hand among units he controls.,Weapon. Artillery.,Support,,,Planetfall Cycle,FFG,f12bb06c-410e-4d97-a1d9-9c21f08ed22a,What Lurks Below,,,,,,,,,,,
652,,2,,84,2,4,,Chaos,4,,,Master Warpsmith,,,"Reaction: After you sacrifice a Cultist token, reduce the cost of the next Elite unit you deploy this phase by 1.",Scholar.,Army,,,Planetfall Cycle,FFG,3858c9d1-39c7-4e27-b7e0-f3c8b79f80f7,What Lurks Below,,,,,,,,,,,
653,,,,85,,1,,Chaos,,,,Corrupted Teleportarium,,,Action: Exhaust this support to move an Elite unit you control from a [Tech] planet (blue) to another planet.,Location.,Support,,,Planetfall Cycle,FFG,dd415048-2a32-42fe-9d81-5ed58d3ef451,What Lurks Below,,,,,,,,,,,
654,,2,,86,,2,,Dark Eldar,3,,Loyal,Dying Sun Marauder,,,"Reaction: After you gain 1 or more [Resource], ready this unit.",Warrior. Raider. Kabalite.,Army,,,Planetfall Cycle,FFG,84c1a299-7648-4b76-88dc-555c59917112,What Lurks Below,,,,,,,,,,,
655,,1,,87,1,2,,Dark Eldar,2,,,Kabalite Harriers,,,"Reaction: After a Kabalite unit enters play at this planet, deal 1 damage to a target undamaged unit at this planet.",Warrior. Kabalite.,Army,,,Planetfall Cycle,FFG,de027890-9177-4ba3-ade1-0b002b3ca8f9,What Lurks Below,,,,,,,,,,,
656,,,,88,,0,,Dark Eldar,,,,Gut and Pillage,,1,"Reaction: After you win a battle at a [Material] planet (red), gain 3[Resource]. (Max 1 per round.)",Tactic.,Event,,,Planetfall Cycle,FFG,ad8b8351-ff94-4357-9aef-fd01dc2aad7c,What Lurks Below,,,,,,,,,,,
657,,5,,89,2,5,,Eldar,4,No Wargear Attachments. Mobile.,,Wildrider Vyper,,,"Reaction: After another unit moves from this planet to another, move this unit to that planet.",Vehicle. Saim-Hann. Elite.,Army,,,Planetfall Cycle,FFG,c92579e5-3864-4920-9ad3-361ce2cc9972,What Lurks Below,,,,,,,,,,,
658,,,,90,,2,,Eldar,,Limited.,,Bonesinger Choir,,,"Interrupt: When you deploy an [Eldar] Vehicle or [Eldar] Drone unit, exhaust this support to reduce its cost by 2 (to a minimum of 1).",Upgrade.,Support,,,Planetfall Cycle,FFG,78adc4ad-c969-424f-a6a1-24b1a3cfd059,What Lurks Below,,,,,,,,,,,
659,,1,,91,1,2,,Tau,3,,Loyal,Auxiliary Overseer,,,"For each non-[TAU] unit you control at this planet, this unit gets +1 ATK.",Soldier.,Army,,,Planetfall Cycle,FFG,4c5c8318-9aaa-4260-b901-79019f67d73b,What Lurks Below,,,,,,,,,,,
660,,,,92,,1,,Tau,,,,Drone Defense System,,1,Attach to a Pilot or Vehicle unit. Combat Action: Exhaust attached unit to deal 2 damage to each exhausted enemy unit at this planet.,Hardpoint.,Attachment,,,Planetfall Cycle,FFG,89ee4108-378d-4e65-9fdc-f132b09d55a0,What Lurks Below,,,,,,,,,,,
661,bloodied,1,,93,,,,Space Marine,6,Bloodied.,Signature,Chaplain Mavros,,,,Soldier. Black Templars.,Warlord,yes,,Planetfall Cycle,FFG,,Wrath of the Crusaders,,,,,,,,,,,
662,,2,,93,,,,Space Marine,7,,Signature,Chaplain Mavros,,,Action: Deal 1 damage to a target [Space Marine] unit you control at a [Tech] planet (blue). The targeted unit gets +1 ATK until the end of the phase. (Limit twice per phase.),Soldier. Black Templar.,Warlord,yes,,Planetfall Cycle,FFG,b0e6efda-03d5-4fe0-9ecc-061bc38a6d75,Wrath of the Crusaders,23,7,7,,,,,,,,
663,,2,,94,1,3,,Space Marine,3,,Signature,Reclusian Templars,,,"Unstoppable - The first time this unit is assigned damage this round, prevent 1 of that damage and ready this unit.",Soldier. Black Templars.,Army,,3,Planetfall Cycle,FFG,917be1c8-3e9f-4a1e-9dfc-a87fdfdd3204,Wrath of the Crusaders,23,,,,,,,,,,
664,,3,,95,2,5,,Space Marine,6,,Signature,The Emperor's Champion,,,"Combat Action: A target ready enemy army unit at this planet must be declared as an attacker and this unit declared as a defender during your opponent's next combat turn, if able. (Limit once per combat round.)",Soldier. Black Templars. Elite.,Army,yes,1,Planetfall Cycle,FFG,9f1f9733-3ab1-46a4-88a6-117855956505,Wrath of the Crusaders,23,,,,,,,,,,
665,,,,96,,0,,Space Marine,,,Signature,Faith and Hatred,,,"Reaction: After a unit you control is assigned damage by an attack, exhaust this support to prevent 1 of that damage.",Creed.,Support,,1,Planetfall Cycle,FFG,485ae90f-fbe6-44a5-9a4e-998506896a82,Wrath of the Crusaders,23,,,,,,,,,,
666,,,,97,,1,,Space Marine,,,Signature,Vow of Honor,,1,"Reaction: After a [Space Marine] unit you control takes damage, it gets +3 ATK for its next attack this phase.",Power. Vow.,Event,,2,Planetfall Cycle,FFG,a3a85247-10f4-4a91-beb8-86b4ad6cae36,Wrath of the Crusaders,23,,,,,,,,,,
667,,,,98,,1,,Space Marine,,,Signature,Ancient Crozius Arcanum,,3,"Attach to a unit you control. Attached unit gains, 'Unstoppable - The first time this unit is assigned damage this round, prevent 1 of that damage and remove 1 damage from this unit.'",Wargear. Weapon.,Attachment,,1,Planetfall Cycle,FFG,3d39b595-8817-4d45-843b-0676e14bce18,Wrath of the Crusaders,23,,,,,,,,,,
668,,3,,99,2,4,,Astra Militarum,4,,Loyal,Sacaellum's Finest,,,"Reaction: After you win a battle at a non-first [Strongpoint] planet (green), instead of triggering the planet's Battle ability, put this unit into play from your hand at a [Strongpoint] planet (green).",Soldier. Sacaellum.,Army,,,Planetfall Cycle,FFG,bc2b10b2-d9c1-4a8d-b28e-eac731d68bb1,Wrath of the Crusaders,,,,,,,,,,,
669,,,,100,,3,,Astra Militarum,,,Loyal,Cathedral of Saint Camila,,,Combat Action: Exhaust this support to target up to 1 non-Elite enemy army unit at each [Strongpoint]planet (green). Exhaust each targeted unit. (Limit once per phase.),Location.,Support,yes,,Planetfall Cycle,FFG,0dbe44cb-11a0-43ad-9a5e-b4bb9d11c5c4,Wrath of the Crusaders,,,,,,,,,,,
670,,5,,101,2,7,,Ork,6,No Wargear Attachments.,,Salvaged Battlewagon,,,"Reaction: After this unit destroys an enemy unit by an attack, put an [Ork] unit with printed cost 3 or lower into play from your hand at an adjacent planet.",Vehicle. Elite.,Army,,,Planetfall Cycle,FFG,8b6b7549-cdd1-41d7-8599-33188f172736,Wrath of the Crusaders,,,,,,,,,,,
671,,,,102,,1,,Ork,,,,Huge Chain-Choppa,,1,Attach to a non-warlord unit. Attached unit gets +4 ATK. Attached unit cannot ready between combat rounds during the combat phase,Wargear. Weapon.,Attachment,,,Planetfall Cycle,FFG,db78dbfc-cf11-498b-8f85-1909f90345c3,Wrath of the Crusaders,,,,,,,,,,,
672,,3,,103,,2,,Chaos,2,,Loyal,Berzerker Warriors,,,"Interrupt: When an enemy unit is destroyed, deploy this unit from your hand at the same planet as the destroyed unit.",Warrior. Khorne. World Eaters.,Army,,,Planetfall Cycle,FFG,a93eba16-c0a2-47f3-a563-4bf3e604db8f,Wrath of the Crusaders,,,,,,,,,,,
673,,,,104,,1,,Chaos,,,,Killing Field,,,Action: Exhaust this support to have each unit at a target planet lose Ranged until the end of the phase.,Location.,Support,,,Planetfall Cycle,FFG,8a839a42-7107-471f-934b-cec254505132,Wrath of the Crusaders,,,,,,,,,,,
674,,,,105,,1,,Chaos,,,,Staff of Change,,1,"Attach to an army unit. Limit 1 per unit. Reaction: After you win a command struggle at this planet, deal 2 damage to a target unit at this planet.",Wargear. Weapon. Tzeentch.,Attachment,,,Planetfall Cycle,FFG,b772a264-37c0-4139-98ad-f12ebba4dcc6,Wrath of the Crusaders,,,,,,,,,,,
675,,4,,106,2,5,,Dark Eldar,4,No Wargear Attachments.,,Shadowed Thorns Venom,,,"Reaction: After you deploy this unit, you may move each Kabalite army unit you control to a [Material] planet (red).",Vehicle. Raider. Elite.,Army,,,Planetfall Cycle,FFG,5c88954d-b4fa-431e-b3a2-0125c190038a,Wrath of the Crusaders,,,,,,,,,,,
676,,,,107,,2,,Dark Eldar,,,,Rapid Assault,,1,"Combat Action: Target a planet. Put a Kabalite unit with printed cost 3 or lower into play from your hand exhausted at the targeted planet. Then, if the targeted planet is a [Material] planet (red), ready up to 2 Kabalite units at that planet.",Tactic.,Event,,,Planetfall Cycle,FFG,1380b74a-8943-4a5d-a6fb-e41e908091f1,Wrath of the Crusaders,,,,,,,,,,,
677,,1,,108,1,1,,Eldar,1,,,Saim-Hann Kinsman,,,While this unit is at a [Strongpoint] planet (green) it gets +1 ATK and +1 HP.,Scout. Saim-Hann. Ally.,Army,,,Planetfall Cycle,FFG,e832e055-ad59-482c-af1e-567057e813eb,Wrath of the Crusaders,,,,,,,,,,,
678,,,,109,,2,,Eldar,,,,Eldritch Storm,,1,Combat Action: Target up to 1 enemy unit at each [Strongpoint] planet (green). Deal 2 damage to each targeted unit.,Power.,Event,,,Planetfall Cycle,FFG,ccf40c48-8a7b-498e-b017-62cf18a7a33f,Wrath of the Crusaders,,,,,,,,,,,
679,,,,110,,2,,Eldar,,Ambush.,,Shuriken Catapult,,1,Attach to a Warrior army unit. Attached unit gets +3 ATK.,Wargear. Weapon.,Attachment,,,Planetfall Cycle,FFG,9faf01b3-4a6e-4150-a10a-0e014486acd5,Wrath of the Crusaders,,,,,,,,,,,
680,,2,,111,1,3,,Tau,2,,,Sae'lum Pioneer,2,,"While this unit is at a [Material] planet (red), it gains:",Scout. Ally.,Army,,,Planetfall Cycle,FFG,584a5851-260b-40f5-8721-12232c36d8ce,Wrath of the Crusaders,,,,,,,,,,,
681,,,,112,,0,,Tau,,,,Colony Shield Generator,,,"Interrupt: When a support card you control would be targeted, exhaust this support to have this card be targeted instead (ignoring targeting restrictions).",Upgrade.,Support,,,Planetfall Cycle,FFG,8c88b43f-2b5c-4549-8de9-32d78b7b1f11,Wrath of the Crusaders,,,,,,,,,,,
682,,4,,113,2,4,,Tyranid,2,,,Devourer Venomthrope,,,"Reaction: After you win a command struggle at an infested planet, exhaust a target non-Elite army unit at this planet.",Creature. Psyker.,Army,,,Planetfall Cycle,FFG,14c92815-025b-40b2-88af-27b4339f8397,Wrath of the Crusaders,,,,,,,,,,,
683,,3,,114,1,3,,Tyranid,2,,,Genestealer Brood,,,"Reaction: After you deploy this unit, search the top 6 cards of your deck for a Genestealer card. Reveal it, add it to your hand, and place the remaining cards on the bottom of your deck in any order.",Creature. Genestealer.,Army,,,Planetfall Cycle,FFG,a676442d-3f50-4192-84c3-50a859ae042f,Wrath of the Crusaders,,,,,,,,,,,
684,,,,115,,2,,Tyranid,,,,Sudden Adaptation,,1,Action: Return a [Tyranid] army unit at a planet to your hand to put a [Tyranid] army unit with equal or lower printed cost and a different name into play from your hand at the same planet.,Power.,Event,,,Planetfall Cycle,FFG,24fd8d5d-a092-4367-8cd2-6402514c5cf1,Wrath of the Crusaders,,,,,,,,,,,
685,bloodied,2,,116,,,,Eldar,5,Bloodied.,Signature,Talyesin Fharenal,,,,Autarch. Saim-Hann.,Warlord,yes,,Planetfall Cycle,FFG,,The Final Gamit,,,,,,,,,,,
686,,2,,116,,,,Eldar,6,,Signature,Talyesin Fharenal,,,"Each unit you control at this planet with the Psyker or Warrior trait gets +1 HP. While you control a Psyker unit and a Warrior unit at this planet, each unit you control at this planet with the Psyker or Warrior trait gets +1 ATK.",Autarch. Saim-Hann.,Warlord,yes,,Planetfall Cycle,FFG,2d326e82-9543-4811-8f90-d149ec9f0c46,The Final Gamit,24,7,7,,,,,,,,
687,,2,,117,1,2,,Eldar,3,,Signature,Talyesin's Spiders,,,"Reaction: After a Psyker unit you control is declared as an attacker, move this unit to the same planet as that unit.",Warrior. Saim-Hann.,Army,,2,Planetfall Cycle,FFG,a3204132-6706-4eaf-98f7-6af79be90c0c,The Final Gamit,24,,,,,,,,,,
688,,3,,118,1,3,,Eldar,2,,Signature,Talyesin's Warlocks,,,Combat Action: Discard a Warrior card from your hand to ready this unit. (Limit once per combat round.),Psyker. Saim-Hann.,Army,,2,Planetfall Cycle,FFG,6f6df4bf-80ca-4c5e-8314-3f3c69afc9ae,The Final Gamit,24,,,,,,,,,,
689,,,,119,,1,,Eldar,,,Signature,Wisdom of the Serpent,,,"Headquarters Action: Exhaust this support to choose Psyker or Warrior. Then, search the top 3 cards of your deck for a unit with the named Trait. Reveal it, add it to your hand, and place the remaining cards on the bottom of your deck in any order.",Upgrade.,Support,,1,Planetfall Cycle,FFG,ab57dc7a-96f9-4e53-8763-809e5cac8b43,The Final Gamit,24,,,,,,,,,,
690,,,,120,,0,,Eldar,,,Signature,Path of the Leader,,1,"ction: Either (choose one): gain 1[Resource], have a Warrior unit you control get +1 ATK until the end of the phase, or exhaust a Psyker unit you control and move it from one planet to another.",Tactic.,Event,,2,Planetfall Cycle,FFG,709b79fb-566b-421a-837b-f898f9515df5,The Final Gamit,24,,,,,,,,,,
691,,,,121,,1,,Eldar,,,Signature,Autarch Powersword,,3,"Attach to a unit you control. Attached unit gets +1 ATK and +1 HP. If attached unit is an army unit it, gains the Warrior and Psyker traits.",Wargear. Weapon.,Attachment,,1,Planetfall Cycle,FFG,db278246-5a5d-4e34-8f2c-11a9711c5032,The Final Gamit,24,,,,,,,,,,
692,,2,1,122,1,3,,Space Marine,4,,,Reliquary Techmarine,,,"While this unit is at a [Tech] planet (blue), it gains:",Soldier. Black Templars. Ally.,Army,,,Planetfall Cycle,FFG,24d38a37-220d-4913-b7cf-070ded6e462b,The Final Gamit,,,,,,,,,,,
693,,,,123,,4,,Space Marine,,,Loyal,Crypt of Saint Camila,,,Deploy Action: Exhaust this support to put a non-Elite [Space Marine] unit into play from your hand at a [Tech] planet (blue). (Limit once per phase.),Location. Ecclesiarchy.,Support,yes,,Planetfall Cycle,FFG,0178d545-372b-494a-b5e2-8b293c1588f1,The Final Gamit,,,,,,,,,,,
694,,3,,124,3,6,,Astra Militarum,7,No Wargear Attachments.,,Leman Russ Conqueror,,,"Reaction: After this unit resolves an attack, it gets +3 ATK until the end of the phase.",Vehicle. Tank. Elite.,Army,,,Planetfall Cycle,FFG,b47e2879-0ffb-4771-95e8-63bf47877e24,The Final Gamit,,,,,,,,,,,
695,,,,125,,0,,Astra Militarum,,,Loyal,Bolster the Defense,,2,Combat Action: Put a support card into play from your hand with printed cost equal to or lower than the highest number of army units you control at a planet.,Tactic.,Event,,,Planetfall Cycle,FFG,f5f0d55d-dc2d-40e8-aaf6-f3e606dd73cc,The Final Gamit,,,,,,,,,,,
696,,,,126,,1,,Astra Militarum,,,,Imperial Rally Point,,1,Attach to a [Strongpoint] planet (green). Reduce the cost of each [Astra Militarum] unit you deploy at this planet by 1 (to a minimum of 1).,Location.,Attachment,,,Planetfall Cycle,FFG,dc5b6e43-0297-4bfd-81c2-f52173b718f9,The Final Gamit,,,,,,,,,,,
697,,1,,127,2,3,,Ork,5,,,Corpulent Ork,,,"While a battle is being resolved at a planet where you are the only player to control a unit named 'Corpulent Ork', your opponent is considered to have the initiative for the purposes of card abilities. (Initiative for determining combat turn order does not change.)",Warrior.,Army,,,Planetfall Cycle,FFG,a2a72f7a-ea29-46c9-9669-e17f77e454c6,The Final Gamit,,,,,,,,,,,
698,,,,128,,2,,Ork,,,Loyal,Painboy Tent,,,Each damaged [Ork] army unit you control gains 1 command icon.,Location.,Support,yes,,Planetfall Cycle,FFG,3958d46c-27c4-442d-880d-03d02ef7ee48,The Final Gamit,,,,,,,,,,,
699,,8,,129,2,10,,Chaos,8,No Wargear Attachments. Immune to Power events.,Loyal,Frenzied Bloodthirster,,,"Bloodthirst - During a combat round in which 1 or more units have been destroyed at this planet, this unit gains Armorbane, Brutal, and Flying.",Daemon. Khorne. Elite.,Army,,,Planetfall Cycle,FFG,8c192f09-3b95-4e61-b934-63b12bb3e526,The Final Gamit,,,,,,,,,,,
700,,,,130,,1,,Chaos,,,Loyal,Warp Rift,,2,Headquarters Action: Switch a target planet with an adjacent planet. (Units that were at a switched-out planet are now at the switched-in planet.),Power. Tzeentch.,Event,,,Planetfall Cycle,FFG,f4088de2-b9a4-436c-94f3-90a4a0ead369,The Final Gamit,,,,,,,,,,,
701,,2,,131,1,3,,Dark Eldar,3,,,Flayed Skull Slaver,2,,"While this unit is at a [Material] planet (red), it gains:",Warrior. Kabalite. Ally.,Army,,,Planetfall Cycle,FFG,307b2d67-b66c-4dee-8811-b9b799baa5be,The Final Gamit,,,,,,,,,,,
702,,,,132,,1,,Dark Eldar,,,,Raiding Portal,,,"Reaction: After you win a command struggle, exhaust this support to move a target Kabalite army unit you control at that planet to a [Material] planet (red). That unit gains 1 command icon until the end of the phase.",Upgrade.,Support,,,Planetfall Cycle,FFG,4f2a2ce5-6379-46f5-b9bd-c235fd225318,The Final Gamit,,,,,,,,,,,
703,,,,133,,2,,Dark Eldar,,,Loyal,Hallucinogen Grenade,,2,"Attach to a Kabalite army unit you control. Combat Action: Sacrifice this attachment to exhaust a target enemy non-Elite army unit at this planet. Then, deal damage to that unit equal to its printed ATK value.",Wargear.,Attachment,,,Planetfall Cycle,FFG,55555907-79d7-4c9c-9c17-2c0d4a8743e3,The Final Gamit,,,,,,,,,,,
704,,2,,134,,1,Errata from Brad Andres: Add Kroot trait,Tau,2,,,Kroot Hunter,,,"Reaction: After you deploy this unit at a [Material] planet (red), gain 1[Resource].",Scout. Ally. Kroot.,Army,,,Planetfall Cycle,FFG,2a2ca64d-4315-46a9-bc5a-d92d26323c00,The Final Gamit,,,,,,,,,,,
705,,,,135,,0,,Tau,,,,War of Ideas,,1,"Interrupt: When a command struggle resolves at a planet, exhausted army units you control count their command icons during that command struggle.",Tactic.,Event,,,Planetfall Cycle,FFG,dc77eb3e-e0b9-40f0-bf32-daf77136ace6,The Final Gamit,,,,,,,,,,,
706,,2,1,136,1,2,,Tyranid,2,,,Genestealer Harvesters,1,,"While this unit is at an infested planet, it gains:",Creature. Genestealer.,Army,,,Planetfall Cycle,FFG,b3766767-087c-4b72-9565-1876d0822aaf,The Final Gamit,,,,,,,,,,,
707,,,,137,,1,,Tyranid,,,,Nesting Chamber,,,Action: Exhaust this support to infest the planet with 2 or more Genestealer units at it.,Upgrade.,Support,,,Planetfall Cycle,FFG,11356b25-c62e-4f81-994d-268bbc7b20db,The Final Gamit,,,,,,,,,,,
708,,,,138,,1,,Tyranid,,,,Ymgarl Factor,,2,"Attach to an army unit you control. Action: Pay 1[Resource] to have attached unit get, until the end of the phase, either: +2 ATK or +2 HP.",Skill. Genestealer.,Attachment,,,Planetfall Cycle,FFG,0d6b09c8-fd87-4fa3-b271-39dde3ecab38,The Final Gamit,,,,,,,,,,,
709,bloodied,2,,1,,,,Space Marine,5,Bloodied.,Signature,Ragnar Blackmane,,,,Soldier. Space Wolves.,Warlord,yes,,Warlord Cycle,FFG,,The Howl of Blackmane,,,,,,,,,,,
710,,2,,1,,,,Space Marine,7,,Signature,Ragnar Blackmane,,,"Reaction: After your warlord commits to a planet with an enemy warlord, deal 2 damage to a target enemy unit at that planet.",Soldier. Space Wolves.,Warlord,yes,,Warlord Cycle,FFG,87d27e71-9203-4bd1-b725-1b390ed73278,The Howl of Blackmane,8,7,7,,,,,,,,
711,,2,,2,1,2,,Space Marine,2,,Signature,Blackmane Sentinel,,,"Reaction: After your warlord commits to a planet, move this unit to that planet.",Soldier. Space Wolves.,Army,,4,Warlord Cycle,FFG,93fa9015-3435-42f4-8719-24a651de03a2,The Howl of Blackmane,8,,,,,,,,,,
712,,,,3,,2,,Space Marine,,,Signature,Frostfang,,3,Limit 1 [R]elic per player. Attach to a Space Wolves unit. Attached unit gets +2 ATK and +2 HP while it it is at a planet with an enemy warlord.,Relic. Wargear. Weapon.,Attachment,yes,1,Warlord Cycle,FFG,1960cb66-823d-4d30-b2ea-693cb8df58da,The Howl of Blackmane,8,,,,,,,,,,
